Commercial,Ville,Région,Client,Date de commande,Article,Quantité,Prix,Chiffre d'affaire,Bénéfice
Patrick Graham,Washington,Ouest,Judy Sanchez,3/8/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Lillian Wood,3/8/2016,Things,1,"17,83","17,83","3,5"
Randy Watson,New York,Est,Lois Castillo,3/8/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Washington,Ouest,Charles Collins,3/8/2016,Junk,5,"12,42","62,1",10
Patrick Graham,California,Ouest,Dennis Fields,3/8/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Alabama,Est,Jane Watkins,4/8/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Washington,Ouest,Stephanie Wallace,4/8/2016,Junk,2,"12,42","24,84",4
Patrick Graham,California,Ouest,Kelly Wagner,4/8/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Mark Rogers,4/8/2016,Widgets,3,"53,35","160,05",18
Randy Watson,New York,Est,Christopher Oliver,4/8/2016,Stuff,5,"16,32","81,6",15
Randy Watson,New York,Est,Roy Young,4/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Washington,Ouest,Gary Weaver,4/8/2016,Things,5,"17,83","89,15","17,5"
Randy Watson,New York,Est,Edward Cooper,4/8/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,Washington,Ouest,Carol Pierce,4/8/2016,Junk,10,"12,42","124,2",20
Patrick Graham,Washington,Ouest,Craig Hicks,4/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Harold Daniels,4/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Indiana,Est,Judith Gray,4/8/2016,Things,6,"17,83","106,98",21
Patrick Graham,Oregon,Ouest,Teresa Fisher,4/8/2016,Things,6,"17,83","106,98",21
Sara Snyder,Minnesota,Est,Mary Nelson,4/8/2016,Stuff,3,"16,32","48,96",9
Diane Gonzalez,Washington,Ouest,Craig Thomas,4/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Marie Rivera,5/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,New York,Est,Nicholas Howell,5/8/2016,Junk,9,"12,42","111,78",18
Patrick Graham,California,Ouest,Joshua Baker,5/8/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Washington,Ouest,Denise Henry,5/8/2016,Junk,6,"12,42","74,52",12
Patrick Graham,California,Ouest,Andrea Lawrence,5/8/2016,Junk,4,"12,42","49,68",8
Sara Snyder,New York,Est,Joan Harvey,5/8/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Carolyn Scott,5/8/2016,Widgets,8,"53,35","426,8",48
Diane Gonzalez,Washington,Ouest,Henry Sanders,5/8/2016,Things,9,"17,83","160,47","31,5"
Diane Gonzalez,Washington,Ouest,Stephen Martinez,5/8/2016,Things,5,"17,83","89,15","17,5"
Diane Gonzalez,Washington,Ouest,Jean Stephens,5/8/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Gloria Oliver,6/8/2016,Stuff,4,"16,32","65,28",12
Sara Snyder,Alabama,Est,William Collins,6/8/2016,Junk,7,"12,42","86,94",14
Randy Watson,Indiana,Est,Sean Weaver,6/8/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Washington,Ouest,Gary Weaver,6/8/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,New York,Est,Eugene Wilson,6/8/2016,Stuff,7,"16,32","114,24",21
Sara Snyder,New York,Est,Marie Rivera,6/8/2016,Things,2,"17,83","35,66",7
Patrick Graham,Oregon,Ouest,Samuel Garza,6/8/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Raymond Collins,6/8/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Washington,Ouest,Karen Willis,6/8/2016,Things,2,"17,83","35,66",7
Randy Watson,Minnesota,Est,Justin Dixon,6/8/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Indiana,Est,Marilyn Patterson,6/8/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,Indiana,Est,Keith Berry,6/8/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Oregon,Ouest,Terry Pierce,6/8/2016,Widgets,7,"53,35","373,45",42
Diane Gonzalez,Washington,Ouest,Evelyn Lane,6/8/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,California,Ouest,Willie Oliver,7/8/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Washington,Ouest,Sharon Montgomery,7/8/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Alabama,Est,Carlos Stephens,7/8/2016,Things,2,"17,83","35,66",7
Sara Snyder,Alabama,Est,Ashley Olson,7/8/2016,Stuff,2,"16,32","32,64",6
Patrick Graham,California,Ouest,Judy Lopez,7/8/2016,Widgets,9,"53,35","480,15",54
Diane Gonzalez,Washington,Ouest,Gary Weaver,7/8/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Alabama,Est,Debra Gutierrez,7/8/2016,Things,10,"17,83","178,3",35
Sara Snyder,New York,Est,Norma Russell,7/8/2016,Widgets,3,"53,35","160,05",18
Diane Gonzalez,California,Ouest,Jimmy Warren,7/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,New York,Est,Roy Collins,7/8/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,New York,Est,Nancy Stephens,7/8/2016,Widgets,3,"53,35","160,05",18
Randy Watson,Minnesota,Est,Howard Adams,7/8/2016,Things,10,"17,83","178,3",35
Diane Gonzalez,California,Ouest,Walter Reed,7/8/2016,Widgets,1,"53,35","53,35",6
Diane Gonzalez,Oregon,Ouest,Joyce Myers,8/8/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Jerry Smith,8/8/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Indiana,Est,Edward Wells,8/8/2016,Things,2,"17,83","35,66",7
Patrick Graham,California,Ouest,Andrew Adams,8/8/2016,Widgets,2,"53,35","106,7",12
Randy Watson,Minnesota,Est,Joe Russell,8/8/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Kimberly Coleman,8/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Maria Johnston,8/8/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,New York,Est,Albert Miller,8/8/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Indiana,Est,Tammy Hart,8/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Robert Collins,8/8/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,New York,Est,Robert Hayes,8/8/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,New York,Est,Randy Burton,8/8/2016,Stuff,9,"16,32","146,88",27
Diane Gonzalez,Washington,Ouest,Ernest Hernandez,8/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Christina Oliver,8/8/2016,Widgets,5,"53,35","266,75",30
Frances Warren,Minnesota,Est,Alice Kelly,8/8/2016,Things,6,"17,83","106,98",21
Patrick Graham,Washington,Ouest,Carol Pierce,8/8/2016,Things,4,"17,83","71,32",14
Sara Snyder,Indiana,Est,Judith Gray,9/8/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Oregon,Ouest,Roger Bell,9/8/2016,Junk,10,"12,42","124,2",20
Frances Warren,Indiana,Est,Rachel Larson,9/8/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Evelyn Greene,9/8/2016,Junk,10,"12,42","124,2",20
Patrick Graham,Washington,Ouest,Susan Gomez,9/8/2016,Junk,10,"12,42","124,2",20
Randy Watson,Indiana,Est,Timothy Lawson,9/8/2016,Junk,3,"12,42","37,26",6
Patrick Graham,California,Ouest,Tina Schmidt,9/8/2016,Junk,6,"12,42","74,52",12
Patrick Graham,California,Ouest,Rachel Stanley,9/8/2016,Things,9,"17,83","160,47","31,5"
Diane Gonzalez,Washington,Ouest,Jeremy Baker,9/8/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,California,Ouest,Tammy Clark,9/8/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Minnesota,Est,Howard Adams,9/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Roger Andrews,9/8/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Indiana,Est,Randy Willis,9/8/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Aaron Morris,9/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Cynthia Brooks,9/8/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Oregon,Ouest,Joyce Garcia,10/8/2016,Widgets,10,"53,35","533,5",60
Sara Snyder,New York,Est,Marilyn Martin,10/8/2016,Junk,10,"12,42","124,2",20
Frances Warren,New York,Est,Lori Collins,10/8/2016,Stuff,7,"16,32","114,24",21
Sara Snyder,New York,Est,Anna Wheeler,10/8/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,New York,Est,Raymond Collins,10/8/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Oregon,Ouest,Kathy Lee,10/8/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,California,Ouest,Steven Stewart,10/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Alabama,Est,Irene Franklin,10/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Lawrence Ruiz,10/8/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Joseph Ryan,10/8/2016,Widgets,4,"53,35","213,4",24
Randy Watson,Indiana,Est,Lois Woods,10/8/2016,Things,6,"17,83","106,98",21
Frances Warren,Alabama,Est,Russell Romero,11/8/2016,Stuff,7,"16,32","114,24",21
Frances Warren,Minnesota,Est,Roger Gomez,11/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Washington,Ouest,Joan Austin,11/8/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Minnesota,Est,Matthew Berry,11/8/2016,Things,2,"17,83","35,66",7
Patrick Graham,Oregon,Ouest,Kathy Lee,11/8/2016,Junk,10,"12,42","124,2",20
Patrick Graham,California,Ouest,Robin Murphy,11/8/2016,Things,5,"17,83","89,15","17,5"
Diane Gonzalez,Nevada,Ouest,Stephen Rice,11/8/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Nevada,Ouest,Peter Bishop,11/8/2016,Junk,4,"12,42","49,68",8
Diane Gonzalez,Washington,Ouest,Judy Sanchez,11/8/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Minnesota,Est,Jeremy Richards,11/8/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Louis Marshall,11/8/2016,Stuff,8,"16,32","130,56",24
Diane Gonzalez,Oregon,Ouest,Brian Roberts,12/8/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,New York,Est,Joseph Boyd,12/8/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Washington,Ouest,Cheryl Morris,12/8/2016,Stuff,2,"16,32","32,64",6
Patrick Graham,Washington,Ouest,Sharon Montgomery,12/8/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Oregon,Ouest,Lois Fernandez,12/8/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Minnesota,Est,Albert Cook,12/8/2016,Stuff,9,"16,32","146,88",27
Sara Snyder,New York,Est,Ronald Kim,12/8/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Minnesota,Est,Cheryl Williamson,12/8/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,California,Ouest,Helen Diaz,12/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Oregon,Ouest,Rose Matthews,12/8/2016,Things,9,"17,83","160,47","31,5"
Frances Warren,New York,Est,Kenneth Lane,12/8/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Oregon,Ouest,Teresa Fisher,12/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Joan Harvey,13/8/2016,Junk,2,"12,42","24,84",4
Patrick Graham,Washington,Ouest,Christine Wallace,13/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Oregon,Ouest,Janet Stewart,13/8/2016,Stuff,10,"16,32","163,2",30
Patrick Graham,California,Ouest,Nicholas Schmidt,13/8/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,Oregon,Ouest,Jeremy Diaz,13/8/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Washington,Ouest,Phillip Mills,13/8/2016,Junk,4,"12,42","49,68",8
Frances Warren,Minnesota,Est,Michael Foster,13/8/2016,Junk,2,"12,42","24,84",4
Frances Warren,New York,Est,Marilyn Martin,13/8/2016,Widgets,5,"53,35","266,75",30
Diane Gonzalez,Washington,Ouest,Joseph Dixon,13/8/2016,Stuff,2,"16,32","32,64",6
Diane Gonzalez,Nevada,Ouest,Peter Bishop,13/8/2016,Junk,3,"12,42","37,26",6
Frances Warren,Indiana,Est,Ruby Evans,13/8/2016,Things,10,"17,83","178,3",35
Sara Snyder,New York,Est,Anthony Berry,13/8/2016,Stuff,2,"16,32","32,64",6
Randy Watson,Minnesota,Est,Wanda Cole,13/8/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Indiana,Est,Peter Brown,13/8/2016,Things,6,"17,83","106,98",21
Patrick Graham,Oregon,Ouest,Alice Taylor,13/8/2016,Junk,6,"12,42","74,52",12
Randy Watson,Minnesota,Est,Carl Ford,13/8/2016,Stuff,9,"16,32","146,88",27
Diane Gonzalez,Washington,Ouest,Daniel Perez,13/8/2016,Things,2,"17,83","35,66",7
Diane Gonzalez,Oregon,Ouest,Craig Brooks,13/8/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Alabama,Est,Clarence Mason,13/8/2016,Junk,1,"12,42","12,42",2
Patrick Graham,California,Ouest,Martha Bell,13/8/2016,Stuff,4,"16,32","65,28",12
Sara Snyder,Alabama,Est,Albert Bradley,14/8/2016,Junk,4,"12,42","49,68",8
Sara Snyder,New York,Est,Willie Hamilton,14/8/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Andrea King,14/8/2016,Junk,10,"12,42","124,2",20
Randy Watson,Minnesota,Est,Raymond Young,14/8/2016,Widgets,5,"53,35","266,75",30
Diane Gonzalez,Oregon,Ouest,Jeremy Diaz,14/8/2016,Things,5,"17,83","89,15","17,5"
Patrick Graham,Washington,Ouest,Craig Hicks,14/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Anthony Ruiz,14/8/2016,Junk,10,"12,42","124,2",20
Randy Watson,New York,Est,Sharon Rose,14/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Ruby Matthews,14/8/2016,Things,6,"17,83","106,98",21
Frances Warren,Indiana,Est,Kathy Rice,14/8/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,California,Ouest,Robin Murphy,14/8/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Minnesota,Est,Teresa Walker,14/8/2016,Stuff,6,"16,32","97,92",18
Diane Gonzalez,Oregon,Ouest,Martha Harper,14/8/2016,Things,3,"17,83","53,49","10,5"
Diane Gonzalez,Washington,Ouest,Gloria Morris,15/8/2016,Things,6,"17,83","106,98",21
Patrick Graham,Oregon,Ouest,Terry Pierce,15/8/2016,Stuff,6,"16,32","97,92",18
Diane Gonzalez,Oregon,Ouest,Sharon Wagner,15/8/2016,Junk,7,"12,42","86,94",14
Sara Snyder,New York,Est,Jerry Pierce,15/8/2016,Stuff,9,"16,32","146,88",27
Frances Warren,Alabama,Est,Brandon Morales,15/8/2016,Junk,9,"12,42","111,78",18
Randy Watson,New York,Est,Katherine Mcdonald,15/8/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,Oregon,Ouest,Joyce Myers,15/8/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,Washington,Ouest,Harry Hanson,15/8/2016,Stuff,5,"16,32","81,6",15
Patrick Graham,California,Ouest,Sandra Bowman,15/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Minnesota,Est,Sandra Weaver,15/8/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Ashley Spencer,15/8/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,New York,Est,Virginia Alvarez,15/8/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Kevin Torres,16/8/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,California,Ouest,Andrea Washington,16/8/2016,Things,2,"17,83","35,66",7
Sara Snyder,Indiana,Est,Harold Matthews,16/8/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Washington,Ouest,Jennifer Adams,16/8/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,Washington,Ouest,Gary Cook,16/8/2016,Things,10,"17,83","178,3",35
Sara Snyder,Indiana,Est,Eric Ellis,16/8/2016,Widgets,7,"53,35","373,45",42
Sara Snyder,New York,Est,Carl Rice,16/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Alabama,Est,Clarence Mason,16/8/2016,Junk,7,"12,42","86,94",14
Randy Watson,New York,Est,Chris Gilbert,16/8/2016,Things,4,"17,83","71,32",14
Diane Gonzalez,Oregon,Ouest,Sharon Wagner,16/8/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Washington,Ouest,Philip Rodriguez,16/8/2016,Stuff,1,"16,32","16,32",3
Frances Warren,New York,Est,Marilyn Martin,17/8/2016,Widgets,4,"53,35","213,4",24
Patrick Graham,Washington,Ouest,George Hill,17/8/2016,Things,5,"17,83","89,15","17,5"
Randy Watson,New York,Est,Denise Perez,17/8/2016,Things,1,"17,83","17,83","3,5"
Diane Gonzalez,Oregon,Ouest,Rose Moreno,17/8/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,New York,Est,Jeffrey Miller,17/8/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Minnesota,Est,Carl Ford,17/8/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,New York,Est,Martha Bryant,17/8/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Indiana,Est,Cynthia Lewis,17/8/2016,Stuff,2,"16,32","32,64",6
Frances Warren,Minnesota,Est,Lori Shaw,17/8/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,Minnesota,Est,Douglas Duncan,17/8/2016,Stuff,3,"16,32","48,96",9
Randy Watson,New York,Est,Steven Simpson,17/8/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,Nevada,Ouest,John Simpson,17/8/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,California,Ouest,Judy Lopez,17/8/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Oregon,Ouest,Anna Garcia,18/8/2016,Widgets,9,"53,35","480,15",54
Patrick Graham,Oregon,Ouest,Rose Matthews,18/8/2016,Things,4,"17,83","71,32",14
Sara Snyder,New York,Est,Heather Andrews,18/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Indiana,Est,Ronald Lopez,18/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Alabama,Est,Albert Bradley,18/8/2016,Junk,5,"12,42","62,1",10
Randy Watson,New York,Est,Harold Hunter,18/8/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Arthur Green,18/8/2016,Widgets,10,"53,35","533,5",60
Frances Warren,New York,Est,Cynthia Day,18/8/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,New York,Est,Wayne Lawson,18/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Alabama,Est,Annie Collins,19/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Oregon,Ouest,Raymond Matthews,19/8/2016,Things,4,"17,83","71,32",14
Randy Watson,Indiana,Est,Raymond Freeman,19/8/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Washington,Ouest,Joseph Dixon,19/8/2016,Junk,10,"12,42","124,2",20
Frances Warren,Minnesota,Est,Raymond Young,19/8/2016,Things,2,"17,83","35,66",7
Diane Gonzalez,Oregon,Ouest,Ruby Taylor,19/8/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Washington,Ouest,Ruby Gonzales,19/8/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Indiana,Est,Lois Woods,19/8/2016,Junk,1,"12,42","12,42",2
Frances Warren,Minnesota,Est,Justin Dixon,19/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Washington,Ouest,Charles Montgomery,19/8/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Alabama,Est,Marilyn Perry,19/8/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Christopher Pierce,19/8/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Jason Berry,19/8/2016,Things,8,"17,83","142,64",28
Patrick Graham,Washington,Ouest,Michelle Allen,20/8/2016,Widgets,10,"53,35","533,5",60
Randy Watson,Minnesota,Est,Joseph Bishop,20/8/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Oregon,Ouest,Kevin Garza,20/8/2016,Things,8,"17,83","142,64",28
Sara Snyder,Minnesota,Est,Nancy Meyer,20/8/2016,Things,1,"17,83","17,83","3,5"
Patrick Graham,Washington,Ouest,Ruth Day,20/8/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,California,Ouest,Brenda Nelson,20/8/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,Nevada,Ouest,Sandra Hughes,20/8/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Oregon,Ouest,Edward Taylor,20/8/2016,Things,10,"17,83","178,3",35
Patrick Graham,California,Ouest,Andrea Lawrence,20/8/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Washington,Ouest,Ernest Hernandez,20/8/2016,Junk,5,"12,42","62,1",10
Randy Watson,Minnesota,Est,Louise Rivera,20/8/2016,Stuff,10,"16,32","163,2",30
Patrick Graham,Washington,Ouest,Evelyn Lane,20/8/2016,Junk,9,"12,42","111,78",18
Diane Gonzalez,Oregon,Ouest,Joyce Myers,20/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Anthony Ruiz,20/8/2016,Things,6,"17,83","106,98",21
Patrick Graham,Washington,Ouest,Paula Ross,21/8/2016,Things,7,"17,83","124,81","24,5"
Frances Warren,Minnesota,Est,Walter Meyer,21/8/2016,Junk,1,"12,42","12,42",2
Diane Gonzalez,Oregon,Ouest,Gloria Fisher,21/8/2016,Junk,2,"12,42","24,84",4
Randy Watson,Minnesota,Est,Diana Pierce,21/8/2016,Junk,3,"12,42","37,26",6
Patrick Graham,California,Ouest,Steven Stewart,21/8/2016,Junk,8,"12,42","99,36",16
Randy Watson,Minnesota,Est,Steven Miller,21/8/2016,Things,10,"17,83","178,3",35
Sara Snyder,New York,Est,Steven Simpson,21/8/2016,Widgets,10,"53,35","533,5",60
Randy Watson,Indiana,Est,Eric Ellis,21/8/2016,Widgets,10,"53,35","533,5",60
Diane Gonzalez,Oregon,Ouest,Michelle Phillips,21/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,New York,Est,Craig Mcdonald,21/8/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,Minnesota,Est,Lillian Burke,21/8/2016,Junk,5,"12,42","62,1",10
Frances Warren,Alabama,Est,Raymond Clark,21/8/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,California,Ouest,Kelly Wagner,21/8/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,New York,Est,Joan Thompson,22/8/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Jean Torres,22/8/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Ruth Burton,22/8/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Minnesota,Est,Ann Duncan,22/8/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,California,Ouest,Judy Lopez,22/8/2016,Widgets,10,"53,35","533,5",60
Sara Snyder,New York,Est,Cheryl Riley,22/8/2016,Things,4,"17,83","71,32",14
Diane Gonzalez,Oregon,Ouest,Terry Pierce,22/8/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Minnesota,Est,Kevin Torres,22/8/2016,Junk,8,"12,42","99,36",16
Diane Gonzalez,California,Ouest,Joan Robinson,22/8/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Peter Gilbert,22/8/2016,Things,8,"17,83","142,64",28
Patrick Graham,Nevada,Ouest,John Simpson,22/8/2016,Junk,5,"12,42","62,1",10
Randy Watson,Indiana,Est,Theresa Torres,22/8/2016,Stuff,9,"16,32","146,88",27
Frances Warren,New York,Est,Sharon Perez,22/8/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Oregon,Ouest,Gloria Mcdonald,22/8/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Bobby Mitchell,22/8/2016,Widgets,1,"53,35","53,35",6
Diane Gonzalez,Oregon,Ouest,Roger Bell,23/8/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,California,Ouest,Tammy Clark,23/8/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Harold Hunter,23/8/2016,Things,2,"17,83","35,66",7
Sara Snyder,Minnesota,Est,Juan Olson,23/8/2016,Junk,8,"12,42","99,36",16
Patrick Graham,California,Ouest,Harold Duncan,23/8/2016,Junk,8,"12,42","99,36",16
Randy Watson,Alabama,Est,Clarence Mason,23/8/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,Jennifer White,23/8/2016,Widgets,5,"53,35","266,75",30
Frances Warren,Minnesota,Est,Diana Pierce,23/8/2016,Things,6,"17,83","106,98",21
Frances Warren,Indiana,Est,Laura Wells,23/8/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Theresa Torres,23/8/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,California,Ouest,Laura Gutierrez,23/8/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Indiana,Est,Lois Woods,23/8/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Nevada,Ouest,Craig Lewis,23/8/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Alabama,Est,Jane Watkins,23/8/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Washington,Ouest,Donald Lopez,23/8/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Alabama,Est,Phyllis Grant,23/8/2016,Widgets,6,"53,35","320,1",36
Randy Watson,Alabama,Est,Clarence Mason,24/8/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Tammy Ferguson,24/8/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Indiana,Est,Peter Brown,24/8/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Washington,Ouest,Susan Gomez,24/8/2016,Stuff,2,"16,32","32,64",6
Patrick Graham,California,Ouest,Adam Garza,24/8/2016,Junk,5,"12,42","62,1",10
Frances Warren,New York,Est,Kenneth Fernandez,24/8/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Carl Ford,24/8/2016,Stuff,5,"16,32","81,6",15
Frances Warren,Minnesota,Est,Ann Duncan,24/8/2016,Things,8,"17,83","142,64",28
Sara Snyder,New York,Est,Christopher Oliver,24/8/2016,Junk,5,"12,42","62,1",10
